user,item,label_pref
S3488,J0010,0
S3488,J0011,0
S0316,J0068,1
S0316,J0001,0
S0316,J0002,0
S0316,J0003,0
S0316,J0005,0
S0316,J0009,0
S0316,J0010,0
S0316,J0011,0
S0316,J0014,0
S0316,J0015,0
S0316,J0016,0
S0316,J0017,0
S0316,J0018,0
S0316,J0021,0
S0316,J0026,0
S0316,J0027,0
S0316,J0029,0
S0316,J0035,0
S0316,J0036,0
S0316,J0037,0
S0316,J0038,0
S0316,J0039,0
S0316,J0040,0
S0316,J0041,0
S0316,J0043,0
S0316,J0044,0
S0316,J0047,0
S0316,J0049,0
S0316,J0050,0
S0316,J0051,0
S0316,J0052,0
S0316,J0055,0
S0316,J0056,0
S0316,J0058,0
S0316,J0059,0
S0316,J0060,0
S0316,J0064,0
S0316,J0066,0
S0316,J0070,0
S0316,J0071,0
S0316,J0072,0
S0316,J0074,0
S0316,J0080,0
S0316,J0083,0
S0316,J0084,0
S0316,J0087,0
S0316,J0090,0
S0316,J0093,0
S0316,J0096,0
S0316,J0099,0
S3128,J0038,1
S3128,J0064,0
S3128,J0067,0
S3128,J0068,0
S3128,J0069,0
S3128,J0070,0
S3128,J0071,0
S3128,J0073,0
S3128,J0074,0
S3128,J0075,0
S3128,J0078,0
S3128,J0080,0
S3128,J0081,0
S3128,J0082,0
S3128,J0084,0
S3128,J0085,0
S3128,J0086,0
S3128,J0087,0
S3128,J0088,0
S3128,J0089,0
S3128,J0093,0
S3128,J0094,0
S3128,J0095,0
S3128,J0096,0
S3128,J0097,0
S3128,J0099,0
S3128,J0100,0
S3128,J0002,0
S3128,J0003,0
S3128,J0007,0
S3128,J0008,0
S3128,J0011,0
S3128,J0014,0
S3128,J0015,0
S3128,J0016,0
S3128,J0017,0
S3128,J0019,0
S3128,J0020,0
S3128,J0021,0
S3128,J0024,0
S3128,J0025,0
S3128,J0027,0
S3128,J0028,0
S3128,J0029,0
S3128,J0031,0
S3128,J0032,0
S3128,J0034,0
S3128,J0035,0
S3128,J0037,0
S3128,J0040,0
S4740,J0069,1
S4740,J0095,0
S4740,J0100,0
S4740,J0001,0
S4740,J0005,0
S4740,J0006,0
S4740,J0007,0
S4740,J0010,0
S4740,J0012,0
S4740,J0013,0
S4740,J0015,0
S4740,J0016,0
S4740,J0018,0
S4740,J0019,0
S4740,J0020,0
S4740,J0021,0
S4740,J0022,0
S4740,J0025,0
S4740,J0026,0
S4740,J0028,0
S4740,J0031,0
S4740,J0033,0
S4740,J0036,0
S4740,J0038,0
S4740,J0039,0
S4740,J0043,0
S4740,J0045,0
S4740,J0047,0
S4740,J0048,0
S4740,J0049,0
S4740,J0050,0
S4740,J0051,0
S4740,J0053,0
S4740,J0057,0
S4740,J0058,0
S4740,J0061,0
S4740,J0062,0
S4740,J0063,0
S4740,J0065,0
S4740,J0066,0
S4740,J0070,0
S4740,J0072,0
S4740,J0073,0
S4740,J0076,0
S4740,J0077,0
S4740,J0080,0
S4740,J0082,0
S4740,J0084,0
S4740,J0086,0
S4740,J0087,0
S4947,J0043,1
S4947,J0095,0
S4947,J0003,0
S4947,J0004,0
S4947,J0008,0
S4947,J0009,0
S4947,J0012,0
S4947,J0013,0
S4947,J0014,0
S4947,J0015,0
S4947,J0016,0
S4947,J0017,0
S4947,J0019,0
S4947,J0021,0
S4947,J0022,0
S4947,J0023,0
S4947,J0024,0
S4947,J0025,0
S4947,J0026,0
S4947,J0028,0
S4947,J0031,0
S4947,J0032,0
S4947,J0034,0
S4947,J0037,0
S4947,J0039,0
S4947,J0041,0
S4947,J0042,0
S4947,J0044,0
S4947,J0045,0
S4947,J0046,0
S4947,J0048,0
S4947,J0049,0
S4947,J0051,0
S4947,J0053,0
S4947,J0056,0
S4947,J0057,0
S4947,J0060,0
S4947,J0061,0
S4947,J0062,0
S4947,J0064,0
S4947,J0067,0
S4947,J0068,0
S4947,J0069,0
S4947,J0071,0
S4947,J0075,0
S4947,J0076,0
S4947,J0078,0
S4947,J0088,0
S4947,J0090,0
S4947,J0091,0
S1200,J0092,1
S1200,J0080,0
S1200,J0083,0
S1200,J0086,0
S1200,J0090,0
S1200,J0096,0
S1200,J0098,0
S1200,J0099,0
S1200,J0001,0
S1200,J0002,0
S1200,J0003,0
S1200,J0004,0
S1200,J0005,0
S1200,J0008,0
S1200,J0010,0
S1200,J0011,0
S1200,J0012,0
S1200,J0013,0
S1200,J0014,0
S1200,J0016,0
S1200,J0017,0
S1200,J0019,0
S1200,J0020,0
S1200,J0021,0
S1200,J0023,0
S1200,J0024,0
S1200,J0025,0
S1200,J0027,0
S1200,J0028,0
S1200,J0029,0
S1200,J0030,0
S1200,J0035,0
S1200,J0036,0
S1200,J0037,0
S1200,J0040,0
S1200,J0041,0
S1200,J0042,0
S1200,J0043,0
S1200,J0044,0
S1200,J0045,0
S1200,J0046,0
S1200,J0047,0
S1200,J0048,0
S1200,J0050,0
S1200,J0051,0
S1200,J0052,0
S1200,J0055,0
S1200,J0056,0
S1200,J0057,0
S1200,J0058,0
S1782,J0070,1
S1782,J0047,0
S1782,J0048,0
S1782,J0051,0
S1782,J0052,0
S1782,J0054,0
S1782,J0055,0
S1782,J0059,0
S1782,J0060,0
S1782,J0061,0
S1782,J0062,0
S1782,J0063,0
S1782,J0065,0
S1782,J0068,0
S1782,J0071,0
S1782,J0073,0
S1782,J0074,0
S1782,J0075,0
S1782,J0076,0
S1782,J0078,0
S1782,J0080,0
S1782,J0081,0
S1782,J0083,0
S1782,J0084,0
S1782,J0085,0
S1782,J0086,0
S1782,J0087,0
S1782,J0088,0
S1782,J0089,0
S1782,J0090,0
S1782,J0093,0
S1782,J0094,0
S1782,J0097,0
S1782,J0098,0
S1782,J0001,0
S1782,J0002,0
S1782,J0003,0
S1782,J0004,0
S1782,J0006,0
S1782,J0007,0
S1782,J0008,0
S1782,J0009,0
S1782,J0011,0
S1782,J0013,0
S1782,J0014,0
S1782,J0015,0
S1782,J0016,0
S1782,J0017,0
S1782,J0019,0
S1782,J0021,0
S1592,J0025,1
S1592,J0040,0
S1592,J0041,0
S1592,J0043,0
S1592,J0044,0
S1592,J0045,0
S1592,J0046,0
S1592,J0047,0
S1592,J0048,0
S1592,J0049,0
S1592,J0050,0
S1592,J0051,0
S1592,J0052,0
S1592,J0053,0
S1592,J0055,0
S1592,J0056,0
S1592,J0057,0
S1592,J0058,0
S1592,J0062,0
S1592,J0063,0
S1592,J0067,0
S1592,J0068,0
S1592,J0070,0
S1592,J0072,0
S1592,J0073,0
S1592,J0076,0
S1592,J0077,0
S1592,J0078,0
S1592,J0079,0
S1592,J0080,0
S1592,J0082,0
S1592,J0084,0
S1592,J0087,0
S1592,J0089,0
S1592,J0090,0
S1592,J0091,0
S1592,J0092,0
S1592,J0094,0
S1592,J0097,0
S1592,J0099,0
S1592,J0001,0
S1592,J0002,0
S1592,J0004,0
S1592,J0005,0
S1592,J0006,0
S1592,J0007,0
S1592,J0009,0
S1592,J0010,0
S1592,J0011,0
S1592,J0012,0
S3358,J0002,1
S3358,J0098,0
S3358,J0099,0
S3358,J0100,0
S3358,J0003,0
S3358,J0007,0
S3358,J0012,0
S3358,J0015,0
S3358,J0016,0
S3358,J0017,0
S3358,J0019,0
S3358,J0020,0
S3358,J0021,0
S3358,J0023,0
S3358,J0024,0
S3358,J0026,0
S3358,J0028,0
S3358,J0030,0
S3358,J0032,0
S3358,J0034,0
S3358,J0036,0
S3358,J0037,0
S3358,J0038,0
S3358,J0040,0
S3358,J0042,0
S3358,J0044,0
S3358,J0045,0
S3358,J0046,0
S3358,J0047,0
S3358,J0052,0
S3358,J0053,0
S3358,J0059,0
S3358,J0060,0
S3358,J0061,0
S3358,J0062,0
S3358,J0064,0
S3358,J0067,0
S3358,J0069,0
S3358,J0074,0
S3358,J0075,0
S3358,J0076,0
S3358,J0078,0
S3358,J0081,0
S3358,J0083,0
S3358,J0086,0
S3358,J0088,0
S3358,J0089,0
S3358,J0091,0
S3358,J0092,0
S3358,J0093,0
S1982,J0001,1
S1982,J0002,0
S1982,J0003,0
S1982,J0007,0
S1982,J0011,0
S1982,J0012,0
S1982,J0014,0
S1982,J0015,0
S1982,J0016,0
S1982,J0018,0
S1982,J0020,0
S1982,J0021,0
S1982,J0022,0
S1982,J0023,0
S1982,J0025,0
S1982,J0027,0
S1982,J0028,0
S1982,J0029,0
S1982,J0031,0
S1982,J0032,0
S1982,J0035,0
S1982,J0036,0
S1982,J0037,0
S1982,J0038,0
S1982,J0040,0
S1982,J0041,0
S1982,J0043,0
S1982,J0044,0
S1982,J0045,0
S1982,J0046,0
S1982,J0047,0
S1982,J0048,0
S1982,J0051,0
S1982,J0052,0
S1982,J0053,0
S1982,J0054,0
S1982,J0055,0
S1982,J0056,0
S1982,J0059,0
S1982,J0060,0
S1982,J0062,0
S1982,J0063,0
S1982,J0064,0
S1982,J0065,0
S1982,J0067,0
S1982,J0068,0
S1982,J0069,0
S1982,J0070,0
S1982,J0071,0
S1982,J0072,0
S2572,J0049,1
S2572,J0077,0
S2572,J0080,0
S2572,J0081,0
S2572,J0082,0
S2572,J0084,0
S2572,J0086,0
S2572,J0087,0
S2572,J0088,0
S2572,J0089,0
S2572,J0093,0
S2572,J0094,0
S2572,J0095,0
S2572,J0097,0
S2572,J0099,0
S2572,J0100,0
S2572,J0001,0
S2572,J0002,0
S2572,J0003,0
S2572,J0005,0
S2572,J0007,0
S2572,J0013,0
S2572,J0014,0
S2572,J0015,0
S2572,J0016,0
S2572,J0017,0
S2572,J0018,0
S2572,J0019,0
S2572,J0020,0
S2572,J0023,0
S2572,J0024,0
S2572,J0029,0
S2572,J0030,0
S2572,J0031,0
S2572,J0032,0
S2572,J0035,0
S2572,J0036,0
S2572,J0040,0
S2572,J0044,0
S2572,J0045,0
S2572,J0046,0
S2572,J0047,0
S2572,J0050,0
S2572,J0054,0
S2572,J0058,0
S2572,J0059,0
S2572,J0062,0
S2572,J0064,0
S2572,J0067,0
S2572,J0069,0
S3718,J0049,1
S3718,J0043,0
S3718,J0044,0
S3718,J0045,0
S3718,J0046,0
S3718,J0047,0
S3718,J0048,0
S3718,J0050,0
S3718,J0051,0
S3718,J0052,0
S3718,J0055,0
S3718,J0056,0
S3718,J0058,0
S3718,J0059,0
S3718,J0060,0
S3718,J0063,0
S3718,J0064,0
S3718,J0065,0
S3718,J0066,0
S3718,J0067,0
S3718,J0068,0
S3718,J0070,0
S3718,J0071,0
S3718,J0072,0
S3718,J0074,0
S3718,J0075,0
S3718,J0077,0
S3718,J0078,0
S3718,J0080,0
S3718,J0082,0
S3718,J0083,0
S3718,J0086,0
S3718,J0087,0
S3718,J0088,0
S3718,J0090,0
S3718,J0093,0
S3718,J0095,0
S3718,J0096,0
S3718,J0098,0
S3718,J0099,0
S3718,J0001,0
S3718,J0002,0
S3718,J0003,0
S3718,J0010,0
S3718,J0012,0
S3718,J0014,0
S3718,J0017,0
S3718,J0018,0
S3718,J0020,0
S3718,J0021,0
S1674,J0003,1
S1674,J0001,0
S1674,J0004,0
S1674,J0005,0
S1674,J0006,0
S1674,J0008,0
S1674,J0009,0
S1674,J0010,0
S1674,J0011,0
S1674,J0012,0
S1674,J0017,0
S1674,J0018,0
S1674,J0019,0
S1674,J0021,0
S1674,J0023,0
S1674,J0025,0
S1674,J0026,0
S1674,J0028,0
S1674,J0033,0
S1674,J0034,0
S1674,J0035,0
S1674,J0036,0
S1674,J0039,0
S1674,J0042,0
S1674,J0043,0
S1674,J0044,0
S1674,J0048,0
S1674,J0049,0
S1674,J0050,0
S1674,J0051,0
S1674,J0054,0
S1674,J0057,0
S1674,J0058,0
S1674,J0059,0
S1674,J0063,0
S1674,J0066,0
S1674,J0070,0
S1674,J0071,0
S1674,J0072,0
S1674,J0076,0
S1674,J0077,0
S1674,J0080,0
S1674,J0082,0
S1674,J0084,0
S1674,J0086,0
S1674,J0087,0
S1674,J0090,0
S1674,J0092,0
S1674,J0093,0
S1674,J0094,0
S2027,J0036,1
S2027,J0072,0
S2027,J0073,0
S2027,J0074,0
S2027,J0076,0
S2027,J0078,0
S2027,J0081,0
S2027,J0084,0
S2027,J0087,0
S2027,J0091,0
S2027,J0092,0
S2027,J0093,0
S2027,J0094,0
S2027,J0095,0
S2027,J0096,0
S2027,J0097,0
S2027,J0098,0
S2027,J0099,0
S2027,J0100,0
S2027,J0002,0
S2027,J0003,0
S2027,J0004,0
S2027,J0007,0
S2027,J0008,0
S2027,J0014,0
S2027,J0017,0
S2027,J0019,0
S2027,J0021,0
S2027,J0023,0
S2027,J0025,0
S2027,J0026,0
S2027,J0027,0
S2027,J0029,0
S2027,J0030,0
S2027,J0037,0
S2027,J0038,0
S2027,J0039,0
S2027,J0040,0
S2027,J0041,0
S2027,J0042,0
S2027,J0047,0
S2027,J0049,0
S2027,J0051,0
S2027,J0054,0
S2027,J0058,0
S2027,J0059,0
S2027,J0060,0
S2027,J0061,0
S2027,J0062,0
S2027,J0063,0
S3677,J0003,1
S3677,J0075,0
S3677,J0076,0
S3677,J0077,0
S3677,J0080,0
S3677,J0082,0
S3677,J0083,0
S3677,J0086,0
S3677,J0087,0
S3677,J0088,0
S3677,J0090,0
S3677,J0092,0
S3677,J0093,0
S3677,J0095,0
S3677,J0096,0
S3677,J0098,0
S3677,J0099,0
S3677,J0100,0
S3677,J0002,0
S3677,J0005,0
S3677,J0006,0
S3677,J0009,0
S3677,J0012,0
S3677,J0014,0
S3677,J0015,0
S3677,J0016,0
S3677,J0018,0
S3677,J0019,0
S3677,J0020,0
S3677,J0021,0
S3677,J0023,0
S3677,J0027,0
S3677,J0029,0
S3677,J0030,0
S3677,J0031,0
S3677,J0032,0
S3677,J0033,0
S3677,J0034,0
S3677,J0036,0
S3677,J0037,0
S3677,J0038,0
S3677,J0040,0
S3677,J0044,0
S3677,J0045,0
S3677,J0046,0
S3677,J0047,0
S3677,J0049,0
S3677,J0050,0
S3677,J0052,0
S3677,J0055,0
S0469,J0014,1
S0469,J0080,0
S0469,J0081,0
S0469,J0082,0
S0469,J0083,0
S0469,J0084,0
S0469,J0087,0
S0469,J0089,0
S0469,J0090,0
S0469,J0092,0
S0469,J0093,0
S0469,J0094,0
S0469,J0095,0
S0469,J0001,0
S0469,J0002,0
S0469,J0003,0
S0469,J0005,0
S0469,J0007,0
S0469,J0013,0
S0469,J0018,0
S0469,J0019,0
S0469,J0021,0
S0469,J0022,0
S0469,J0027,0
S0469,J0028,0
S0469,J0030,0
S0469,J0033,0
S0469,J0034,0
S0469,J0035,0
S0469,J0036,0
S0469,J0037,0
S0469,J0038,0
S0469,J0040,0
S0469,J0041,0
S0469,J0043,0
S0469,J0044,0
S0469,J0048,0
S0469,J0050,0
S0469,J0051,0
S0469,J0053,0
S0469,J0055,0
S0469,J0058,0
S0469,J0060,0
S0469,J0062,0
S0469,J0063,0
S0469,J0065,0
S0469,J0066,0
S0469,J0069,0
S0469,J0070,0
S0469,J0072,0
S4039,J0029,1
S4039,J0042,0
S4039,J0043,0
S4039,J0044,0
S4039,J0047,0
S4039,J0049,0
S4039,J0050,0
S4039,J0052,0
S4039,J0053,0
S4039,J0054,0
S4039,J0055,0
S4039,J0058,0
S4039,J0059,0
S4039,J0061,0
S4039,J0062,0
S4039,J0063,0
S4039,J0064,0
S4039,J0065,0
S4039,J0068,0
S4039,J0069,0
S4039,J0070,0
S4039,J0071,0
S4039,J0072,0
S4039,J0073,0
S4039,J0077,0
S4039,J0079,0
S4039,J0081,0
S4039,J0082,0
S4039,J0084,0
S4039,J0087,0
S4039,J0092,0
S4039,J0094,0
S4039,J0097,0
S4039,J0098,0
S4039,J0099,0
S4039,J0100,0
S4039,J0001,0
S4039,J0002,0
S4039,J0005,0
S4039,J0007,0
S4039,J0008,0
S4039,J0014,0
S4039,J0015,0
S4039,J0018,0
S4039,J0019,0
S4039,J0021,0
S4039,J0022,0
S4039,J0026,0
S4039,J0027,0
S4039,J0028,0
S4279,J0084,1
S4279,J0002,0
S4279,J0003,0
S4279,J0004,0
S4279,J0005,0
S4279,J0007,0
S4279,J0009,0
S4279,J0011,0
S4279,J0014,0
S4279,J0015,0
S4279,J0017,0
S4279,J0018,0
S4279,J0019,0
S4279,J0020,0
S4279,J0021,0
S4279,J0026,0
S4279,J0027,0
S4279,J0028,0
S4279,J0029,0
S4279,J0030,0
S4279,J0031,0
S4279,J0037,0
S4279,J0038,0
S4279,J0039,0
S4279,J0040,0
S4279,J0043,0
S4279,J0046,0
S4279,J0049,0
S4279,J0050,0
S4279,J0056,0
S4279,J0058,0
S4279,J0060,0
S4279,J0061,0
S4279,J0062,0
S4279,J0064,0
S4279,J0065,0
S4279,J0068,0
S4279,J0071,0
S4279,J0073,0
S4279,J0075,0
S4279,J0080,0
S4279,J0081,0
S4279,J0083,0
S4279,J0086,0
S4279,J0089,0
S4279,J0092,0
S4279,J0093,0
S4279,J0096,0
S4279,J0097,0
S4279,J0099,0
S3880,J0019,1
S3880,J0041,0
S3880,J0043,0
S3880,J0044,0
S3880,J0045,0
S3880,J0049,0
S3880,J0050,0
S3880,J0051,0
S3880,J0052,0
S3880,J0055,0
S3880,J0059,0
S3880,J0060,0
S3880,J0063,0
S3880,J0064,0
S3880,J0066,0
S3880,J0067,0
S3880,J0070,0
S3880,J0071,0
S3880,J0072,0
S3880,J0073,0
S3880,J0077,0
S3880,J0080,0
S3880,J0081,0
S3880,J0083,0
S3880,J0095,0
S3880,J0096,0
S3880,J0099,0
S3880,J0001,0
S3880,J0002,0
S3880,J0003,0
S3880,J0005,0
S3880,J0009,0
S3880,J0010,0
S3880,J0013,0
S3880,J0014,0
S3880,J0017,0
S3880,J0021,0
S3880,J0023,0
S3880,J0025,0
S3880,J0026,0
S3880,J0027,0
S3880,J0028,0
S3880,J0029,0
S3880,J0030,0
S3880,J0032,0
S3880,J0033,0
S3880,J0035,0
S3880,J0036,0
S3880,J0037,0
S3880,J0038,0
S4546,J0072,1
S4546,J0068,0
S4546,J0070,0
S4546,J0071,0
S4546,J0073,0
S4546,J0074,0
S4546,J0075,0
S4546,J0076,0
S4546,J0078,0
S4546,J0080,0
S4546,J0081,0
S4546,J0082,0
S4546,J0085,0
S4546,J0086,0
S4546,J0087,0
S4546,J0088,0
S4546,J0089,0
S4546,J0090,0
S4546,J0093,0
S4546,J0094,0
S4546,J0096,0
S4546,J0097,0
S4546,J0099,0
S4546,J0100,0
S4546,J0002,0
S4546,J0003,0
S4546,J0004,0
S4546,J0007,0
S4546,J0009,0
S4546,J0012,0
S4546,J0014,0
S4546,J0015,0
S4546,J0016,0
S4546,J0017,0
S4546,J0019,0
S4546,J0020,0
S4546,J0021,0
S4546,J0024,0
S4546,J0025,0
S4546,J0026,0
S4546,J0027,0
S4546,J0028,0
S4546,J0029,0
S4546,J0030,0
S4546,J0031,0
S4546,J0032,0
S4546,J0034,0
S4546,J0035,0
S4546,J0040,0
S4546,J0041,0
S4885,J0065,1
S4885,J0026,0
S4885,J0030,0
S4885,J0032,0
S4885,J0034,0
S4885,J0038,0
S4885,J0040,0
S4885,J0041,0
S4885,J0042,0
S4885,J0043,0
S4885,J0044,0
S4885,J0046,0
S4885,J0048,0
S4885,J0050,0
S4885,J0052,0
S4885,J0054,0
S4885,J0055,0
S4885,J0058,0
S4885,J0059,0
S4885,J0060,0
S4885,J0061,0
S4885,J0063,0
S4885,J0064,0
S4885,J0066,0
S4885,J0068,0
S4885,J0070,0
S4885,J0072,0
S4885,J0073,0
S4885,J0075,0
S4885,J0077,0
S4885,J0080,0
S4885,J0081,0
S4885,J0083,0
S4885,J0085,0
S4885,J0089,0
S4885,J0090,0
S4885,J0091,0
S4885,J0092,0
S4885,J0093,0
S4885,J0095,0
S4885,J0097,0
S4885,J0098,0
S4885,J0100,0
S4885,J0001,0
S4885,J0003,0
S4885,J0006,0
S4885,J0009,0
S4885,J0012,0
S4885,J0016,0
S4885,J0017,0
S4980,J0001,1
S4980,J0045,0
S4980,J0046,0
S4980,J0047,0
S4980,J0048,0
S4980,J0049,0
S4980,J0050,0
S4980,J0051,0
S4980,J0052,0
S4980,J0053,0
S4980,J0055,0
S4980,J0056,0
S4980,J0058,0
S4980,J0059,0
S4980,J0060,0
S4980,J0062,0
S4980,J0063,0
S4980,J0064,0
S4980,J0065,0
S4980,J0066,0
S4980,J0067,0
S4980,J0070,0
S4980,J0071,0
S4980,J0074,0
S4980,J0077,0
S4980,J0080,0
S4980,J0081,0
S4980,J0082,0
S4980,J0083,0
S4980,J0084,0
S4980,J0087,0
S4980,J0089,0
S4980,J0090,0
S4980,J0094,0
S4980,J0095,0
S4980,J0096,0
S4980,J0097,0
S4980,J0099,0
S4980,J0100,0
S4980,J0002,0
S4980,J0003,0
S4980,J0007,0
S4980,J0010,0
S4980,J0011,0
S4980,J0012,0
S4980,J0013,0
S4980,J0014,0
S4980,J0015,0
S4980,J0016,0
S4980,J0017,0
S2918,J0018,1
S2918,J0088,0
S2918,J0089,0
S2918,J0091,0
S2918,J0092,0
S2918,J0093,0
S2918,J0094,0
S2918,J0095,0
S2918,J0096,0
S2918,J0097,0
S2918,J0098,0
S2918,J0099,0
S2918,J0100,0
S2918,J0002,0
S2918,J0003,0
S2918,J0004,0
S2918,J0007,0
S2918,J0009,0
S2918,J0011,0
S2918,J0014,0
S2918,J0016,0
S2918,J0017,0
S2918,J0020,0
S2918,J0021,0
S2918,J0023,0
S2918,J0024,0
S2918,J0025,0
S2918,J0026,0
S2918,J0027,0
S2918,J0028,0
S2918,J0029,0
S2918,J0032,0
S2918,J0034,0
S2918,J0035,0
S2918,J0036,0
S2918,J0038,0
S2918,J0040,0
S2918,J0043,0
S2918,J0045,0
S2918,J0046,0
S2918,J0048,0
S2918,J0054,0
S2918,J0058,0
S2918,J0059,0
S2918,J0062,0
S2918,J0064,0
S2918,J0065,0
S2918,J0067,0
S2918,J0069,0
S2918,J0070,0
S1277,J0005,1
S1277,J0082,0
S1277,J0083,0
S1277,J0084,0
S1277,J0085,0
S1277,J0086,0
S1277,J0087,0
S1277,J0088,0
S1277,J0092,0
S1277,J0093,0
S1277,J0099,0
S1277,J0001,0
S1277,J0002,0
S1277,J0003,0
S1277,J0010,0
S1277,J0011,0
S1277,J0012,0
S1277,J0014,0
S1277,J0016,0
S1277,J0017,0
S1277,J0019,0
S1277,J0021,0
S1277,J0023,0
S1277,J0025,0
S1277,J0028,0
S1277,J0029,0
S1277,J0030,0
S1277,J0034,0
S1277,J0035,0
S1277,J0036,0
S1277,J0038,0
S1277,J0040,0
S1277,J0041,0
S1277,J0042,0
S1277,J0043,0
S1277,J0044,0
S1277,J0045,0
S1277,J0046,0
S1277,J0047,0
S1277,J0050,0
S1277,J0054,0
S1277,J0059,0
S1277,J0061,0
S1277,J0064,0
S1277,J0065,0
S1277,J0066,0
S1277,J0067,0
S1277,J0068,0
S1277,J0069,0
S1277,J0071,0
S3662,J0048,1
S3662,J0075,0
S3662,J0076,0
S3662,J0077,0
S3662,J0078,0
S3662,J0080,0
S3662,J0082,0
S3662,J0087,0
S3662,J0088,0
S3662,J0090,0
S3662,J0092,0
S3662,J0093,0
S3662,J0095,0
S3662,J0096,0
S3662,J0099,0
S3662,J0001,0
S3662,J0002,0
S3662,J0004,0
S3662,J0005,0
S3662,J0006,0
S3662,J0008,0
S3662,J0009,0
S3662,J0010,0
S3662,J0011,0
S3662,J0014,0
S3662,J0015,0
S3662,J0016,0
S3662,J0021,0
S3662,J0023,0
S3662,J0024,0
S3662,J0027,0
S3662,J0029,0
S3662,J0031,0
S3662,J0032,0
S3662,J0033,0
S3662,J0034,0
S3662,J0036,0
S3662,J0037,0
S3662,J0039,0
S3662,J0040,0
S3662,J0041,0
S3662,J0043,0
S3662,J0044,0
S3662,J0046,0
S3662,J0047,0
S3662,J0049,0
S3662,J0050,0
S3662,J0051,0
S3662,J0052,0
S3662,J0054,0
S2365,J0024,1
S2365,J0078,0
S2365,J0080,0
S2365,J0082,0
S2365,J0084,0
S2365,J0085,0
S2365,J0086,0
S2365,J0088,0
S2365,J0089,0
S2365,J0090,0
S2365,J0091,0
S2365,J0093,0
S2365,J0095,0
S2365,J0096,0
S2365,J0097,0
S2365,J0099,0
S2365,J0001,0
S2365,J0003,0
S2365,J0004,0
S2365,J0005,0
S2365,J0008,0
S2365,J0009,0
S2365,J0010,0
S2365,J0011,0
S2365,J0012,0
S2365,J0013,0
S2365,J0014,0
S2365,J0015,0
S2365,J0016,0
S2365,J0019,0
S2365,J0020,0
S2365,J0021,0
S2365,J0023,0
S2365,J0025,0
S2365,J0026,0
S2365,J0027,0
S2365,J0028,0
S2365,J0029,0
S2365,J0031,0
S2365,J0032,0
S2365,J0033,0
S2365,J0034,0
S2365,J0036,0
S2365,J0038,0
S2365,J0041,0
S2365,J0042,0
S2365,J0043,0
S2365,J0044,0
S2365,J0045,0
S2365,J0046,0
S0950,J0033,1
S0950,J0043,0
S0950,J0044,0
S0950,J0045,0
S0950,J0047,0
S0950,J0048,0
S0950,J0052,0
S0950,J0055,0
S0950,J0057,0
S0950,J0059,0
S0950,J0060,0
S0950,J0061,0
S0950,J0063,0
S0950,J0065,0
S0950,J0067,0
S0950,J0068,0
S0950,J0070,0
S0950,J0071,0
S0950,J0072,0
S0950,J0074,0
S0950,J0075,0
S0950,J0076,0
S0950,J0077,0
S0950,J0080,0
S0950,J0081,0
S0950,J0083,0
S0950,J0084,0
S0950,J0086,0
S0950,J0087,0
S0950,J0089,0
S0950,J0092,0
S0950,J0093,0
S0950,J0096,0
S0950,J0097,0
S0950,J0099,0
S0950,J0100,0
S0950,J0001,0
S0950,J0002,0
S0950,J0006,0
S0950,J0010,0
S0950,J0014,0
S0950,J0015,0
S0950,J0016,0
S0950,J0017,0
S0950,J0018,0
S0950,J0019,0
S0950,J0020,0
S0950,J0023,0
S0950,J0025,0
S0950,J0026,0
S1127,J0071,1
S1127,J0070,0
S1127,J0072,0
S1127,J0073,0
S1127,J0075,0
S1127,J0076,0
S1127,J0077,0
S1127,J0078,0
S1127,J0079,0
S1127,J0080,0
S1127,J0087,0
S1127,J0090,0
S1127,J0092,0
S1127,J0094,0
S1127,J0099,0
S1127,J0002,0
S1127,J0003,0
S1127,J0009,0
S1127,J0010,0
S1127,J0011,0
S1127,J0012,0
S1127,J0015,0
S1127,J0019,0
S1127,J0022,0
S1127,J0025,0
S1127,J0027,0
S1127,J0030,0
S1127,J0031,0
S1127,J0032,0
S1127,J0033,0
S1127,J0034,0
S1127,J0035,0
S1127,J0037,0
S1127,J0039,0
S1127,J0041,0
S1127,J0042,0
S1127,J0044,0
S1127,J0045,0
S1127,J0047,0
S1127,J0048,0
S1127,J0049,0
S1127,J0050,0
S1127,J0051,0
S1127,J0053,0
S1127,J0055,0
S1127,J0057,0
S1127,J0058,0
S1127,J0060,0
S1127,J0061,0
S1127,J0063,0
S1584,J0008,1
S1584,J0094,0
S1584,J0095,0
S1584,J0097,0
S1584,J0099,0
S1584,J0100,0
S1584,J0001,0
S1584,J0002,0
S1584,J0003,0
S1584,J0005,0
S1584,J0009,0
S1584,J0011,0
S1584,J0014,0
S1584,J0017,0
S1584,J0018,0
S1584,J0019,0
S1584,J0020,0
S1584,J0021,0
S1584,J0024,0
S1584,J0025,0
S1584,J0028,0
S1584,J0029,0
S1584,J0032,0
S1584,J0036,0
S1584,J0038,0
S1584,J0041,0
S1584,J0046,0
S1584,J0048,0
S1584,J0050,0
S1584,J0052,0
S1584,J0054,0
S1584,J0059,0
S1584,J0060,0
S1584,J0061,0
S1584,J0064,0
S1584,J0065,0
S1584,J0066,0
S1584,J0068,0
S1584,J0069,0
S1584,J0070,0
S1584,J0071,0
S1584,J0073,0
S1584,J0074,0
S1584,J0075,0
S1584,J0077,0
S1584,J0081,0
S1584,J0082,0
